Image,PSNR,SSIM,MAE,LPIPS,DeltaE,Category
blur_1.png,39.81113207876882,0.9845546,0.0014986087,0.012844531796872616,0.26588869094848633,good
blur_2.png,37.706426192142324,0.9822665,0.001728213,0.01717551238834858,0.2438175231218338,good
blur_3.png,39.1931412445975,0.98425627,0.0014870419,0.014048048295080662,0.27796706557273865,good
blur_4.png,35.69995640526291,0.96926564,0.0024508925,0.03878697007894516,0.2908979058265686,good
blur_5.png,39.40743230724205,0.981807,0.0017906061,0.010520675219595432,0.33772778511047363,good
blur_6.png,35.911570602097235,0.97166705,0.0024625242,0.0219626072794199,0.3218899071216583,good
blur_7.png,37.4138794431595,0.9782621,0.00205508,0.022428089752793312,0.25714099407196045,good
blur_8.png,38.23659875129154,0.98193485,0.001690663,0.016481712460517883,0.23854584991931915,good
blur_9.png,36.46345923188848,0.98063487,0.0020211209,0.02457784116268158,0.27917230129241943,good
blur_10.png,38.92236511668298,0.9831827,0.0018031308,0.01734752207994461,0.283596396446228,good
blur_11.png,35.5545610118969,0.9655137,0.0026984215,0.05552341043949127,0.2889682948589325,good
blur_12.png,38.343656639440425,0.9786176,0.0019748977,0.019505707547068596,0.28379932045936584,good
blur_13.png,36.64718030564056,0.9776705,0.0021984784,0.02391793206334114,0.2888738214969635,good
blur_14.png,35.08516856034816,0.9728828,0.0023569826,0.025547347962856293,0.253158837556839,good
blur_15.png,35.18323610617338,0.97189635,0.0025766368,0.031208930537104607,0.3264170289039612,good
blur_16.png,35.80135679358938,0.9709118,0.0023745538,0.026770366355776787,0.36128494143486023,good
blur_17.png,37.40869399685904,0.9748177,0.0020307875,0.04036501795053482,0.22428664565086365,good
blur_18.png,38.5109336987804,0.9827821,0.0018464755,0.016885556280612946,0.2938116788864136,good
blur_19.png,35.63923643206067,0.9662583,0.0026613448,0.022501546889543533,0.31007587909698486,good
blur_20.png,36.92588331345065,0.97904515,0.0020930916,0.021900087594985962,0.3130374848842621,good
blur_21.png,19.3145984902864,0.8677652,0.024357801,0.12898023426532745,1.1349345445632935,bad
blur_22.png,23.342503658108473,0.92637473,0.014006667,0.06687705218791962,0.8364900946617126,neutral
blur_23.png,23.566701545056794,0.92874163,0.013478658,0.09149923175573349,0.7354652881622314,neutral
blur_24.png,28.69891957196401,0.96286535,0.008440226,0.05018500238656998,0.6268269419670105,neutral
blur_25.png,27.02169047988635,0.9519448,0.009859392,0.055389419198036194,0.7175180912017822,neutral
blur_26.png,34.77830694402766,0.9778177,0.005977878,0.014408253133296967,0.7103382349014282,good
blur_27.png,21.772639479811644,0.9194947,0.01657356,0.0933472141623497,0.7550678253173828,neutral
