Image,PSNR,SSIM,MAE,LPIPS,DeltaE,Category
blur_805.png,28.38078757329538,0.914027,0.011557932,0.09580490738153458,0.49451717734336853,neutral
blur_806.png,37.12589997975729,0.98014665,0.0052419626,0.018727827817201614,0.4228110909461975,good
blur_807.png,28.318211311021273,0.91924006,0.010674954,0.07986181974411011,0.6042919158935547,neutral
blur_808.png,34.60503507267943,0.97299093,0.0062036663,0.028759554028511047,0.550226628780365,good
blur_809.png,32.24880326123314,0.93092394,0.009222594,0.07483132183551788,0.682043731212616,good
blur_810.png,31.75405776249772,0.9419713,0.0085854605,0.05067412182688713,0.5368573665618896,good
blur_811.png,31.55077629666813,0.95094395,0.008205554,0.0485680066049099,0.46610894799232483,good
blur_812.png,34.109593630815965,0.95469135,0.0071341805,0.030669502913951874,0.5658256411552429,good
blur_813.png,33.00574125862242,0.9647248,0.008131792,0.03809797763824463,0.3806694447994232,good
blur_814.png,31.62094914745805,0.96798915,0.0085147945,0.03594016656279564,0.48826682567596436,good
blur_815.png,32.56698749277405,0.95834273,0.007836574,0.03200904279947281,0.6832748651504517,good
blur_816.png,33.86520587609362,0.94990176,0.0077244057,0.03783879429101944,0.5940424203872681,good
blur_817.png,33.787529250512726,0.96480626,0.007244404,0.031190121546387672,0.812231183052063,good
blur_818.png,31.87711645118792,0.9441361,0.00846366,0.044268470257520676,0.44006216526031494,good
blur_819.png,32.12294711805007,0.9684636,0.00746817,0.029677463695406914,0.4193551540374756,good
blur_820.png,32.784547811107736,0.9591539,0.009463002,0.038466282188892365,0.48844656348228455,good
blur_821.png,28.75425062614507,0.9230872,0.011434014,0.0587637796998024,0.4684170186519623,neutral
blur_822.png,32.32095022076021,0.93238324,0.009122274,0.04885869100689888,0.46226608753204346,good
blur_823.png,25.930379739715125,0.8773938,0.020191295,0.04445050656795502,0.956968367099762,neutral
blur_824.png,27.76794590403911,0.89583725,0.017626518,0.062045373022556305,0.7834586501121521,neutral
blur_825.png,30.37774508198165,0.9274412,0.014859274,0.027569502592086792,0.5767772197723389,good
blur_826.png,26.847495646017126,0.86684746,0.01938585,0.06345316767692566,0.5795325636863708,neutral
blur_827.png,25.46568669947702,0.8519532,0.021544268,0.11137324571609497,0.7571538090705872,neutral
blur_828.png,23.78493333785642,0.8199833,0.02793171,0.11269791424274445,0.7386493682861328,neutral
blur_829.png,22.32072263091097,0.8145463,0.029704815,0.12077193707227707,0.6382410526275635,neutral
blur_830.png,18.43507820832401,0.6883208,0.043429386,0.1504303216934204,0.6959270238876343,bad
blur_831.png,25.791611633724827,0.8713467,0.020225799,0.07070864737033844,0.5354097485542297,neutral
blur_832.png,22.303886148995954,0.77935886,0.031861395,0.15670639276504517,0.8679260015487671,neutral
blur_833.png,25.300756287064644,0.8733988,0.021233946,0.04700104147195816,0.6012662053108215,neutral
blur_834.png,19.638759440310217,0.6933253,0.044473436,0.2819415330886841,0.9020517468452454,bad
blur_835.png,23.260244034601804,0.82000375,0.027331809,0.08399374783039093,0.9515941143035889,neutral
blur_836.png,24.546298616096,0.8637405,0.02635985,0.06804630160331726,0.8168720006942749,neutral
blur_837.png,29.50274780749977,0.91059375,0.015547216,0.040300678461790085,0.7061198353767395,neutral
blur_838.png,20.424748783231443,0.75527984,0.034317646,0.17669221758842468,1.0430785417556763,neutral
blur_839.png,28.409824901196036,0.90869206,0.016998572,0.04972953349351883,0.7642897963523865,neutral
blur_840.png,29.34467148146662,0.9108763,0.015431236,0.03761246055364609,0.7425166964530945,neutral
blur_841.png,25.496553707543494,0.8836737,0.021606721,0.08231180906295776,0.6162969470024109,neutral
blur_842.png,21.461122916323227,0.78995425,0.032422554,0.12453766167163849,0.7264332175254822,neutral
blur_843.png,42.48602218226051,0.9866144,0.0031165604,0.009401915594935417,0.4294218420982361,good
blur_844.png,42.17711381976397,0.9860938,0.0027153064,0.010456524789333344,0.381148099899292,good
blur_845.png,38.23335301860679,0.96997887,0.0044149305,0.04255378618836403,0.5852639079093933,good
blur_846.png,35.262047817834194,0.95865935,0.004816498,0.0557066947221756,0.6852576732635498,good
blur_847.png,43.15309485011797,0.9857602,0.0026349283,0.007008111570030451,0.3748213052749634,good
blur_848.png,38.077265084870305,0.973169,0.003913377,0.023642655462026596,0.6677260398864746,good
blur_849.png,44.26799508312222,0.9870023,0.0027829716,0.00915125198662281,0.43227648735046387,good
blur_850.png,39.80801458061289,0.9747484,0.0036591105,0.025485176593065262,0.5516701340675354,good
blur_851.png,37.32562756380574,0.9605713,0.0045124763,0.04267795756459236,0.6182152032852173,good
blur_852.png,38.31450892170723,0.97722226,0.0033316056,0.009800853207707405,0.5090356469154358,good
blur_853.png,39.09491566942598,0.980118,0.003718077,0.018476083874702454,0.5590913891792297,good
blur_854.png,40.048029255636024,0.9831052,0.0034525369,0.010291382670402527,0.47717970609664917,good
blur_855.png,38.934506087841655,0.9758435,0.0037924945,0.025162260979413986,0.5092048048973083,good
blur_856.png,39.359847489049955,0.98094267,0.0034558328,0.016474299132823944,0.6107961535453796,good
blur_857.png,37.47149699462823,0.9739856,0.0037678666,0.022148629650473595,0.4899185001850128,good
blur_858.png,38.07859708358113,0.9769718,0.0039867894,0.018900752067565918,0.4895254969596863,good
blur_859.png,40.51825162579302,0.9807221,0.0031697496,0.005746630486100912,0.5061643719673157,good
blur_860.png,40.86229509298234,0.98553926,0.0031916138,0.011075714603066444,0.5591086149215698,good
blur_861.png,34.3054450034465,0.96221757,0.004673574,0.020868370309472084,0.6053281426429749,good
blur_862.png,40.345524368410175,0.9816753,0.003736491,0.0183185413479805,0.5784218311309814,good
blur_863.png,47.38445202029993,0.9793071,0.0020208682,0.009460565634071827,0.28379422426223755,good
blur_864.png,44.39597388264702,0.9765472,0.0026616473,0.030574552714824677,0.28272807598114014,good
blur_865.png,45.99780245103478,0.9812639,0.0021418612,0.012309743091464043,0.25727608799934387,good
blur_866.png,40.22790286161314,0.9670274,0.0031650849,0.041725412011146545,0.7778872847557068,good
blur_867.png,43.103122351429015,0.9722467,0.0025469472,0.021587971597909927,0.3178333640098572,good
blur_868.png,45.32811097746689,0.97622275,0.0022129617,0.010352497920393944,0.6640618443489075,good
blur_869.png,38.56558492938269,0.95407885,0.0037682515,0.0822693482041359,0.35507097840309143,good
blur_870.png,46.589624849748176,0.9813122,0.0020927542,0.0181175097823143,0.26632940769195557,good
